body,documents,type,id,gold_exact_answer,gold_ideal_answer,retrieved_pmids,retrieved_docids,pred_exact_answer,pred_ideal_answer,raw_llm,sources,answer_em,answer_f1,contexts
Which molecule is targeted by the drug Gevokizumab?,"['24194526', '23729309', '23041424', '22699287', '22084392', '21154167', '21048425', '25108619', '25079039']",factoid,550e828c71445a662f000002,[['IL-1β']],['Gevokizumab is an allosteric anti-IL-1β monoclonal antibody.'],"['24314737', '22147611', '22789835', '20189881', '21813326']","['24314737#0', '22147611#1', '22789835#2', '20189881#3', '21813326#4']",[],NeurimmiR,"```json
{
""exact_answer"": """",
""ideal_answer"": ""NeurimmiR""
}
```","[{'doc_id': '24314737#0', 'pmid': '24314737', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22147611#1', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22789835#2', 'pmid': '22789835', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20189881#3', 'pmid': '20189881', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21813326#4', 'pmid': '21813326', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['strategy for sequence or combination therapy to optimize the use of these new molecules should be investigated.', 'particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'for selecting particular patients, who will safely respond to therapeutic inhibition of tyrosine kinases.', 'disease treatments on cortical fibrillar amyloid-beta load in vivo. Elan Pharmaceuticals and Wyeth Research.', 'manipulating NeurimmiR control over the immune contributions to cognitive pathways may offer new therapeutic targets.']"
Pridopidine has been tested for treatment of which disorder?,"['23468085', '23450660', '23446684', '22948856', '22560595', '22071279', '21586914', '20667452', '20616707', '20373247']",factoid,550ea8f1b305b40c5c000005,[['Huntington disease']],['Pridopidine is a dopaminergic stabilizer that has shown promising results for treatment of Huntington disease patients.'],"['23468085', '22147611', '23402716', '23889121', '23282778']","['23468085#0', '22147611#1', '23402716#2', '23889121#3', '23282778#4']","[[""Huntington's disease""]]",and to improve motor control in Huntington's disease for which pridopidine is currently in development.,"```json
{
""exact_answer"": ""Huntington's disease"",
""ideal_answer"": ""and to improve motor control in Huntington's disease for which pridopidine is currently in development.""
}
```","[{'doc_id': '23468085#0', 'pmid': '23468085', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22147611#1', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23402716#2', 'pmid': '23402716', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23889121#3', 'pmid': '23889121', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23282778#4', 'pmid': '23282778', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"[""and to improve motor control in Huntington's disease for which pridopidine is currently in development."", 'particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'forms of exercise lowered acylated ghrelin and increased total PYY, but the changes did not differ significantly between exercise modes.', 'lymphocyte PRDX-2 could influence cell function and might, in part, explain reports of dysregulated immunity following ultra-endurance exercise.', 'the glucose-6-phosphate-dehydrogenase screening study did not demonstrate detectable enzymatic activity.']"
Which disease is associated with the ectopic expression of the protein encoded by the gene DUX4?,"['23966205', '23593020', '23644600', '23777630', '22892954', '22798623', '22718021', '22536400', '21951698', '21529284', '21288772', '21484336', '24232919', '24075187', '24030947', '23108159', '19829708', '17984056', '23143600']",factoid,550f0e4c6a8cde6b72000003,"[['Facioscapulohumeral dystrophy', 'FSHD']]","['Facioscapulohumeral dystrophy (FSHD) is a progressive muscular dystrophy caused by decreased epigenetic repression of the D4Z4 macrosatellite repeats and ectopic expression of DUX4, a retrogene encoding a germline transcription factor encoded in each repeat.', 'Facioscapulohumeral dystrophy (FSHD) is a progressive muscular dystrophy caused by decreased epigenetic repression of the D4Z4 macrosatellite repeats and ectopic expression of DUX4, a retrogene encoding a germline transcription factor encoded in each repeat.', 'Facioscapulohumeral dystrophy (FSHD) is a progressive muscular dystrophy caused by decreased epigenetic repression of the D4Z4 macrosatellite repeats and ectopic expression of DUX4, a retrogene encoding a germline transcription factor encoded in each repeat.', 'Facioscapulohumeral dystrophy (FSHD) is a progressive muscular dystrophy caused by decreased epigenetic repression of the D4Z4 macrosatellite repeats and ectopic expression of DUX4, a retrogene encoding a germline transcription factor encoded in each repeat.']","['21734574', '23108159', '11239395', '15705863', '23372769']","['21734574#0', '23108159#1', '11239395#2', '15705863#3', '23372769#4']",[['FSHD']],We also propose that DUX4 expression during development is important for the pathogenesis of FSHD.,"```json
{
""exact_answer"": ""FSHD"",
""ideal_answer"": ""We also propose that DUX4 expression during development is important for the pathogenesis of FSHD.""
}
```","[{'doc_id': '21734574#0', 'pmid': '21734574', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23108159#1', 'pmid': '23108159', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11239395#2', 'pmid': '11239395', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15705863#3', 'pmid': '15705863', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23372769#4', 'pmid': '23372769', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",1.0,1.0,"['Questions remain regarding the normal function of DUX4 and how expression of DUX4 in somatic cells leads to FSHD.', 'We also propose that DUX4 expression during development is important for the pathogenesis of FSHD.', 'because Ccr4p and Caf1p interact with transcription factors, these results suggest an unexpected link between mRNA synthesis and turnover.', 'This developmental role is consistent with the evidence suggesting that OTX2 is a medulloblastoma oncogene.', 'substantiate the additive genetic model proposed for this rare disorder and further support the association of SEMAs genes with HSCR.']"
"Which gene fusion is the result of the ""philadelphia translocation"" or the ""philadelphia chromosome"" mutation?","['21332651', '18722880', '16616117', '11984797', '11919388', '9916508', '8697423', '8656667', '22058195', '17001000', '1434792', '17987804', '22783385', '1423227', '3670297', '2157692', '21279819', '8490164', '11535505']",factoid,55149f156a8cde6b72000013,"[['The BCR/ABL gene fusion', 'ABL/BCR fusion']]","['The Philadelphia chromosome is recognized as the cytogenetic result of a rearrangement of the ABL gene on chromosome 9 and the BCL gene on chromosome 22, which leads to the creation of a BCR/ABL fusion gene on chromosome 22.', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome. The Philadelphia chromosome and its corresponding fusion gene, BCR-ABL, is one of the best-known genetic abnormalities in hematological malignancies. Major BCR-ABL translocation is much more common in chronic myelogenous leukemia (CML) and minor BCR-ABL in acute lymphoblastic leukemia. ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome. The Philadelphia chromosome and its corresponding fusion gene, BCR-ABL, is one of the best-known genetic abnormalities in hematological malignancies. Major BCR-ABL translocation is much more common in chronic myelogenous leukemia (CML) and minor BCR-ABL in acute lymphoblastic leukemia. ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome.   ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome.   ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome.   ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome.   ', 'Chronic myeloid leukemia (CML) is genetically characterized by the presence of the reciprocal translocation t(9;22)(q34;q11), resulting in a BCR/ABL gene fusion on the derivative chromosome 22 called the Philadelphia (Ph) chromosome.   ']","['22707725', '22955974', '15863661', '21060858', '23424633']","['22707725#0', '22955974#1', '15863661#2', '21060858#3', '23424633#4']",[],The philadelphia chromosome,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The philadelphia chromosome""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22955974#1', 'pmid': '22955974', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15863661#2', 'pmid': '15863661', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21060858#3', 'pmid': '21060858', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23424633#4', 'pmid': '23424633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'For alternative exons and long noncoding RNAs, splicing tends to occur later, and the latter might remain unspliced in some cases.', 'its phenotypical diversity might be determined by the ratio of normal/abnormal transcripts derived from the mutant allele.', 'These results suggest that plant and mammalian RNA-directed DNA methylation systems consist of a combination of ancestral and convergent features.', 'insight into viral replication, viral immune evasion strategies, and the mechanism of antiviral RNAi.']"
What is the typical rash associated with gluten ?,"['22547981', '21159258', '17340026', '15953332', '15489956', '15033190', '14632800', '12485471', '12459520', '11247893', '9824575', '9814827', '9407155', '8881298', '8521118', '6742871', '3804022', '7947207', '7549032', '4026376', '680606', '15981987', '2438879']",factoid,55180ef46487737b43000006,[['dermatitis herpetiformis']],"['Dermatitis herpetiformis is a lifelong, gluten-sensitive, blistering skin disease with pathognomonic immunoglobulin (Ig)A deposits in the papillary dermis.']","['12002682', '23065279', '15627018', '23424633', '15970672']","['12002682#0', '23065279#1', '15627018#2', '23424633#3', '15970672#4']",[],Continued research is needed regarding the development of malignant complications related to celiac disease.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""Continued research is needed regarding the development of malignant complications related to celiac disease.""
}
```","[{'doc_id': '12002682#0', 'pmid': '12002682', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23065279#1', 'pmid': '23065279', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15627018#2', 'pmid': '15627018', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23424633#3', 'pmid': '23424633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15970672#4', 'pmid': '15970672', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['with a gluten-free diet. Continued research is needed regarding the development of malignant complications related to celiac disease.', 'better association of the molecular defects with the severity of the deficiency than with clinical manifestations.', 'utility of these agents as anticancer therapeutics, clinical results to date, and developmental challenges that lie ahead.', 'insight into viral replication, viral immune evasion strategies, and the mechanism of antiviral RNAi.', 'recent data on the recognition specificity and biological significance of proteins that associate with methylated histone lysines.']"
Which MAP kinase phosphorylates the transcription factor c-jun?,"['24321566', '24321066', '24300195', '24291243', '24285252', '24272171', '24270002', '24252081', '24144051', '24139673', '24113186', '15708845', '15637069', '15228586', '23385061', '23147205', '23028407', '8607977']",factoid,5518e7da622b194345000004,"[['c-Jun NH2-terminal kinase', 'JNK']]","['c-Jun is phosphorylated by c-Jun NH2-terminal kinase (JNK).', 'An in vitro kinase assay revealed that c-Jun phosphorylation is primarily mediated via activated c-Jun N-terminal protein kinase (JNK).', 'c-Jun is phosphorylated by c-Jun NH2-terminal kinase (JNK).']","['15143168', '16303559', '15498824', '24199193', '22175015']","['15143168#0', '16303559#1', '15498824#2', '24199193#3', '22175015#4']",[],The document does not provide information about which MAP kinase phosphorylates the transcription factor c-jun.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""The document does not provide information about which MAP kinase phosphorylates the transcription factor c-jun.""
}
```","[{'doc_id': '15143168#0', 'pmid': '15143168', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16303559#1', 'pmid': '16303559', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15498824#2', 'pmid': '15498824', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24199193#3', 'pmid': '24199193', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22175015#4', 'pmid': '22175015', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['findings suggest that CK2 phosphorylation of Bdf1 may regulate RNA polymerase II transcription and/or chromatin structure.', 'a new function for mDia proteins in the regulation of actin polymerization during CR3-mediated phagocytosis.', 'by limiting CF proliferation and differentiation, two critical steps in the pathogenesis of cardiac fibrosis.', 'involved in cancer metastasis, then we summarize the various small molecule inhibitors that inhibit STAT3 signaling.', 'to the classical p38α isoform, although they may play central and distinct role in certain physiological and pathological processes.']"
Which disease is included as an additional feature in the Goldberg-Shprintzen syndrome?,"['23427148', '20621975', '18192286', '16760737', '10874640', '9571278', '7605558', '1785632', '23984569', '23023332', '22639450', '21307714', '20301454', '17979970', '17303258', '16970241', '15884042', '12846610', '9508238', '9130129', '8929375', '8563763', '7573131', '7573130', '15883926', '12878302']",factoid,5519110f622b19434500000c,[['Craniosynostosis']],"['Shprintzen-Goldberg syndrome (SGS) is characterized by: craniosynostosis of the coronal, sagittal, or lambdoid sutures; dolichocephaly; distinctive craniofacial features; skeletal changes (dolichostenomelia, arachnodactyly, camptodactyly, pes planus, pectus excavatum or carinatum, scoliosis, joint hypermobility or contractures and C1/C2 spine malformation); neurologic abnormalities; intellectual disability; and brain anomalies (hydrocephalus, dilatation of the lateral ventricles, and Chiari 1 malformation). Cardiovascular anomalies may include mitral valve prolapse, mitral regurgitation/incompetence, aortic regurgitation and aortic root dilatation. Minimal subcutaneous fat, abdominal wall defects, myopia, and cryptorchidism in males, are also characteristic findings.\nThe Shprintzen-Goldberg syndrome is an extremely rare syndrome with a characteristic face. This is one of a group of disorders characterized by craniosynostosis and marfanoid features.', 'Mutation in fibrillin-1 and the Marfanoid-craniosynostosis (Shprintzen-Goldberg) syndromeMutations in Kif1-binding protein/KIAA1279 (KBP) cause the devastating neurological disorder Goldberg-Shprintzen syndrome (GSS) in humans.', 'Mutation in fibrillin-1 and the Marfanoid-craniosynostosis (Shprintzen-Goldberg) syndromeMutations in Kif1-binding protein/KIAA1279 (KBP) cause the devastating neurological disorder Goldberg-Shprintzen syndrome (GSS) in humans.', 'Shprintzen-Goldberg syndrome (SGS) is characterized by: craniosynostosis of the coronal, sagittal, or lambdoid sutures; dolichocephaly; distinctive craniofacial features; skeletal changes (dolichostenomelia, arachnodactyly, camptodactyly, pes planus, pectus excavatum or carinatum, scoliosis, joint hypermobility or contractures and C1/C2 spine malformation); neurologic abnormalities; intellectual disability; and brain anomalies (hydrocephalus, dilatation of the lateral ventricles, and Chiari 1 malformation). Cardiovascular anomalies may include mitral valve prolapse, mitral regurgitation/incompetence, aortic regurgitation and aortic root dilatation. Minimal subcutaneous fat, abdominal wall defects, myopia, and cryptorchidism in males, are also characteristic findings.Shprintzen-Goldberg syndrome (SGS) is characterized by craniosynostosis and marfanoid habitus.', 'Shprintzen-Goldberg syndrome (SGS) is characterized by: craniosynostosis of the coronal, sagittal, or lambdoid sutures; dolichocephaly; distinctive craniofacial features; skeletal changes (dolichostenomelia, arachnodactyly, camptodactyly, pes planus, pectus excavatum or carinatum, scoliosis, joint hypermobility or contractures and C1/C2 spine malformation); neurologic abnormalities; intellectual disability; and brain anomalies (hydrocephalus, dilatation of the lateral ventricles, and Chiari 1 malformation). Cardiovascular anomalies may include mitral valve prolapse, mitral regurgitation/incompetence, aortic regurgitation and aortic root dilatation. Minimal subcutaneous fat, abdominal wall defects, myopia, and cryptorchidism in males, are also characteristic findings.Shprintzen-Goldberg syndrome (SGS) is characterized by craniosynostosis and marfanoid habitus.', 'Hirschsprung disease is very often identified as an additional feature of the Goldberg-Shprintzen syndrome.']","['11239395', '9010711', '23378035', '22707725', '24220097']","['11239395#0', '9010711#1', '23378035#2', '22707725#3', '24220097#4']",[],The calcaneocuboid articulation,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""The calcaneocuboid articulation""
}
```","[{'doc_id': '11239395#0', 'pmid': '11239395', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '9010711#1', 'pmid': '9010711', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23378035#2', 'pmid': '23378035', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22707725#3', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24220097#4', 'pmid': '24220097', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['because Ccr4p and Caf1p interact with transcription factors, these results suggest an unexpected link between mRNA synthesis and turnover.', 'only minor effects on the TSH secretion after CPB. The influence of a previous iodine contamination is negligible.', 'involved in all syndromic craniosynostoses associated with FGFR mutations is the calcaneocuboid articulation.', 'Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'also shows the utility of molecular testing to support the hypothesis of primary versus metastatic disease in melanoma.']"
Which gene is responsible for the development of the Mowat-Wilson syndrome?,"['23427518', '21336163', '19842203', '17932455', '16688751', '15908750', '15006694', '14681759', '11891681', '24282181', '24092421', '24029077', '23523603', '23466526']",factoid,5519113b622b19434500000f,"[['ZFHX1B', 'ZEB2', 'SIP-1']]","['Mowat-Wilson syndrome (MWS) is a multiple congenital anomaly-mental retardation complex caused by mutations in the Zinc Finger Homeobox 1 B gene (ZFHX1B, also known as ZEB2 or SIP-1).', 'Nonsense mutations of the ZFHX1B gene in two Japanese girls with Mowat-Wilson syndromezfhz1b is the causative gene for Mowat-Wilson syndrome, in which patients demonstrate developmental delay and Hirschsprung disease, as well as other anomalies.', 'zfhz1b is the causative gene for Mowat-Wilson syndrome, in which patients demonstrate developmental delay and Hirschsprung disease, as well as other anomalies. Intrahepatic biliary anomalies in a patient with Mowat-Wilson syndrome uncover a role for the zinc finger homeobox gene zfhx1b in vertebrate biliary development', 'Mowat-Wilson syndrome is a genetic disease caused by heterozygous mutations or deletions of the zinc finger E-box-binding homeobox 2 (ZEB2) gene.']","['23083810', '22707725', '15627018', '15970672', '19768111']","['23083810#0', '22707725#1', '15627018#2', '15970672#3', '19768111#4']",[],,"```json
{
""exact_answer"": """",
""ideal_answer"": """"
}
```","[{'doc_id': '23083810#0', 'pmid': '23083810', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22707725#1', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15627018#2', 'pmid': '15627018', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15970672#3', 'pmid': '15970672', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19768111#4', 'pmid': '19768111', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['describe currently available compounds with significant therapeutic potential for treating genetic disorders and cancer.', 'Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'utility of these agents as anticancer therapeutics, clinical results to date, and developmental challenges that lie ahead.', 'recent data on the recognition specificity and biological significance of proteins that associate with methylated histone lysines.', 'These data suggest a role for RhoB-regulated mDia1 in the regulation of hematopoietic progenitor cells.']"
Which E3 ubiquitin ligase mediates the ubiquitination and degradation of the interferon receptor type 1 (IFNAR1)?,"['21173164', '19948722', '18056411', '17873516', '16551269', '15337770', '14532120']",factoid,55192892622b194345000012,"[['βTrcp', 'beta-Trcp', 'SCFbeta-Trcp', 'SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein)', 'Skp1-Cullin1-HOS-Roc1 (SCF(HOS))']]","['Ubiquitination and degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.', 'Ubiquitination, endocytosis, and lysosomal degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.  ', 'Ubiquitination, endocytosis, and lysosomal degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.  ', 'Ubiquitination, endocytosis, and lysosomal degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.  ', 'Ubiquitination, endocytosis, and lysosomal degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.  ', 'Ubiquitination, endocytosis, and lysosomal degradation of the IFNAR1 (interferon alpha receptor 1) subunit of the type I interferon (IFN) receptor is mediated by the SCFbeta-Trcp (Skp1-Cullin1-F-box protein beta transducin repeat-containing protein) E3 ubiquitin ligase in a phosphorylation-dependent manner.  ']","['20531305', '23511973', '22525353', '24324713', '19423654']","['20531305#0', '23511973#1', '22525353#2', '24324713#3', '19423654#4']",[],,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": """"
}
```","[{'doc_id': '20531305#0', 'pmid': '20531305', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23511973#1', 'pmid': '23511973', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22525353#2', 'pmid': '22525353', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24324713#3', 'pmid': '24324713', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19423654#4', 'pmid': '19423654', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['how EMT and CSCs may contribute to drug resistance, as well as therapeutic strategies to overcome this clinically.', 'Together, our findings demonstrate that the outer rER membrane is a central nucleation site of siRNA-mediated RNA silencing.', 'these results show, for the first time, that T₃ rapidly triggers distinct mechanisms, which might contribute to the regulation of AT1R levels in cardiomyocytes.', 'Overall, these results suggest that Icaritin strongly inhibits STAT3 activation and is a potentially effective therapeutic option for the treatment of renal cell carcinoma.', 'Decreased expression of p54nrb at the time of labor may act to derepress PR-mediated inhibition on connexin 43 expression and contribute to the initiation of labor.']"
Which is the most abundant membrane protein on Earth?,"['24018323', '23933017', '23298812', '21718685', '19403948', '16307124']",factoid,5519a7d5622b194345000015,"[['Light-harvesting pigment-protein complex of Photosystem II', 'LHCII']]","['LHCII, the largest plant photosynthetic pigment-protein complex of photosystem II, is a most abundant membrane protein in living organisms and comprises approximately half of the pool of chlorophyll molecules in the biosphere.']","['22707725', '22147611', '16003110', '21261921', '17693653']","['22707725#0', '22147611#1', '16003110#2', '21261921#3', '17693653#4']",[],aquaporin,"```json
{
""exact_answer"": """",
""ideal_answer"": ""aquaporin""
}
```","[{'doc_id': '22707725#0', 'pmid': '22707725', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22147611#1', 'pmid': '22147611', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16003110#2', 'pmid': '16003110', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21261921#3', 'pmid': '21261921', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17693653#4', 'pmid': '17693653', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Given the synergistic consequences on contractility, it is not surprising that the mutants cause lethal, hereditary dilated cardiomyopathy.', 'particular challenge for the pediatrician is the sufficient and adequate pain therapy in palliative care.', 'through the cloning of different disease genes are interacting on different levels and share several major pathogenic mechanisms.', 'the probable response of subsurface microorganisms to possible bioremediation approaches prior to implementation.', 'in assessing the biological activity of antiangiogenic agents in the absence of validated biological assays.']"
Mutation of which gene is implicated in the familial isolated pituitary adenoma?,"['24078436', '23652674', '23633209', '23310926', '23286415', '22915287', '22584704', '22527616', '22291433', '21498161', '21454441', '20669561', '20616502', '20616498', '20570174', '23371967', '23743763', '24789813', '17993773', '21450940', '20457215', '24423289', '20833337', '20506337', '17244780', '17893250', '21778740', '19883897', '24050928', '17961654', '24366639', '23038625', '24996936']",factoid,551c23bc6b348bb82c00000b,[['aryl hydrocarbon receptor interacting protein']],['Mutation of aryl hydrocarbon receptor interacting protein (AIP) gene was implicated in the familial isolated pituitary adenoma (FIPA) syndrome. About 20% of the families with FIPA harbor inactivating mutation in AIP gene.'],"['22072984', '8178941', '16003110', '24274803', '20960165']","['22072984#0', '8178941#1', '16003110#2', '24274803#3', '20960165#4']",[],K-ras mutations may identify patients at risk for the development of invasive carcinoma.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""K-ras mutations may identify patients at risk for the development of invasive carcinoma.""
}
```","[{'doc_id': '22072984#0', 'pmid': '22072984', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8178941#1', 'pmid': '8178941', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16003110#2', 'pmid': '16003110', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24274803#3', 'pmid': '24274803', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20960165#4', 'pmid': '20960165', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['some susceptibility alleles for autoimmune diseases may be maintained in human population due to past selective processes.', 'family history of pancreatic carcinoma for K-ras mutations may identify patients at risk for the development of invasive carcinoma.', 'through the cloning of different disease genes are interacting on different levels and share several major pathogenic mechanisms.', 'without one of these genetic diseases in their family, and that this may be related to adverse childhood experiences.', 'similar cases for any active viral disease etiologically implicated in the pathogenesis of subacute thyroiditis.']"
