body,documents,type,id,gold_exact_answer,gold_ideal_answer,retrieved_pmids,retrieved_docids,pred_exact_answer,pred_ideal_answer,raw_llm,sources,answer_em,answer_f1,contexts
What is the content of the METLIN database?,"['25496351', '25462372', '25322782', '24015273', '23829391', '23631600', '23593322', '23391889', '23185759', '22768229', '21696903', '20810534', '19137116', '18627180', '17951291', '16404815', '15801754']",factoid,54d662113706e8952800000d,[['METLIN is a metabolite database containing tandem mass spectrometry data for each metabolite.']],['METLIN is a metabolite database containing tandem mass spectrometry data for each metabolite.'],"['16404815', '19137116', '23391889', '23357263', '12819771']","['16404815#0', '19137116#1', '23391889#2', '23357263#3', '12819771#4']",[['metabolite mass spectral database']],The METLIN database is a metabolite mass spectral database. It is used to match molecular formulas and LC/TOF-MS generated compounds. The database is referenced in several publications relating to metabolite identification using liquid chromatography quadrupole time-of-flight mass spectrometry and the characterization of metabolites guided by the METLIN database. Research into conserved non-coding elements in metazoan also utilizes the METLIN database.,"```json
{
  ""exact_answer"": ""metabolite mass spectral database"",
  ""ideal_answer"": ""The METLIN database is a metabolite mass spectral database. It is used to match molecular formulas and LC/TOF-MS generated compounds. The database is referenced in several publications relating to metabolite identification using liquid chromatography quadrupole time-of-flight mass spectrometry and the characterization of metabolites guided by the METLIN database. Research into conserved non-coding elements in metazoan also utilizes the METLIN database.""
}
```","[{'doc_id': '16404815#0', 'pmid': '16404815', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19137116#1', 'pmid': '19137116', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23391889#2', 'pmid': '23391889', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23357263#3', 'pmid': '23357263', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12819771#4', 'pmid': '12819771', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: METLIN: a metabolite mass spectral database.', 'Title: Molecular formula and METLIN Personal Metabolite Database matching applied to the identification of compounds generated by LC/TOF-MS.', 'Title: Liquid chromatography quadrupole time-of-flight mass spectrometry characterization of metabolites guided by the METLIN database.', 'Title: [Research progress of conserved non-coding elements in metazoan].', 'Title: Mechanism of multiple lysine methylation by the SET domain enzyme Rubisco LSMT.']"
When are itaconic acid levels elevated?,"['25209111', '25064235', '23610393']",factoid,54d669003706e8952800000e,[['Immune Defence']],['Itaconic acid levels are elevetad in immune defence.'],"['23298766', '23420787', '20461508', '1366363', '22752264']","['23298766#0', '23420787#1', '20461508#2', '1366363#3', '22752264#4']",[],"Itaconic acid production by microorganisms like *Aspergillus terreus* and various bacteria is elevated during fermentation processes. Several studies focus on enhancing itaconic acid production, including strategies for continuous production by immobilized biocatalysts and developing methods for stable high product concentrations via microbial production.","```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""Itaconic acid production by microorganisms like *Aspergillus terreus* and various bacteria is elevated during fermentation processes. Several studies focus on enhancing itaconic acid production, including strategies for continuous production by immobilized biocatalysts and developing methods for stable high product concentrations via microbial production.""
}
```","[{'doc_id': '23298766#0', 'pmid': '23298766', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23420787#1', 'pmid': '23420787', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20461508#2', 'pmid': '20461508', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '1366363#3', 'pmid': '1366363', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22752264#4', 'pmid': '22752264', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Itaconic acid--a biotechnological process in change.', 'Title: Biochemistry of microbial itaconic acid production.', 'Title: Enhancing itaconic acid production by Aspergillus terreus.', 'Title: Continuous itaconic acid production by immobilized biocatalysts.', 'Title: Microbial production of itaconic acid: developing a stable platform for high product concentrations.']"
What is the generic name of Gliolan?,"['25248327', '24468659', '23870657', '18389144', '22849976']",factoid,54d73e223706e89528000010,[['5-aminolevulinic acid']],['5-aminolevulinic acid (or 5-ALA) is the generic name of Gliolan. It is approved for fluorescence-guided resections of adult malignant gliomas.'],"['21827415', '20820929', '9343324', '25201633', '23261661']","['21827415#0', '20820929#1', '9343324#2', '25201633#3', '23261661#4']",[],The document does not provide the generic name of Gliolan.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""The document does not provide the generic name of Gliolan.""
}
```","[{'doc_id': '21827415#0', 'pmid': '21827415', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20820929#1', 'pmid': '20820929', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '9343324#2', 'pmid': '9343324', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '25201633#3', 'pmid': '25201633', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23261661#4', 'pmid': '23261661', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: The role of integrins in glioma biology and anti-glioma therapies.', 'Title: Targeting integrins in malignant glioma.', 'Title: Clonal analysis of gliomas.', 'Title: [Management of gliomas].', 'Title: Rapamycin inhibits the growth of glioblastoma.']"
Which is the subcellular localization of the protein angiogenin?,"['24603325', '23843625', '22438557', '22384259', '21528671', '18246300', '11443914', '9299500', '7945327']",factoid,54d7a1047035c08008000002,[['Both nucleolar and cytoplasmic']],"['Under growth conditions, ANG is located in nucleolus where it promotes ribosomal RNA (rRNA) transcription thereby stimulating cell growth. In adverse conditions, ANG is relocated to cytoplasm to promote damage repairs and cell survival.']","['18246300', '23843625', '4074709', '10673358', '17553146']","['18246300#0', '23843625#1', '4074709#2', '10673358#3', '17553146#4']",[['perinuclear region']],"We found that the internalized native protein was localized in the perinuclear region at 30 min and then dispersed throughout the cytoplasm. In conditions favoring receptor-mediated endocytosis, internalization of iodinated angiogenin showed a first peak at 5 min and then further increased for up to 24 h.","```json
{
""exact_answer"": ""perinuclear region"",
""ideal_answer"": ""We found that the internalized native protein was localized in the perinuclear region at 30 min and then dispersed throughout the cytoplasm. In conditions favoring receptor-mediated endocytosis, internalization of iodinated angiogenin showed a first peak at 5 min and then further increased for up to 24 h.""
}
```","[{'doc_id': '18246300#0', 'pmid': '18246300', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23843625#1', 'pmid': '23843625', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '4074709#2', 'pmid': '4074709', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '10673358#3', 'pmid': '10673358', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17553146#4', 'pmid': '17553146', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Morphological observation of nuclear sub-localization of human angiogenin in HUVECs.', 'Title: Ribonuclease/angiogenin inhibitor 1 regulates stress-induced subcellular localization of angiogenin to control growth and survival.', 'Title: Isolation and characterization of angiogenin, an angiogenic protein from human carcinoma cells.', 'antibody against angiogenin, we found that the internalized native protein was localized in the perinuclear region at 30 min and then dispersed throughout the cytoplasm. In conditions favoring receptor-mediated endocytosis, internalization of iodinated angiogenin showed a first peak at 5 min and then further increased for up to 24 h. The half-life of the molecule, calculated as 12 h in chase experiments, could contribute to its intracellular accumulation. In cell extracts, in addition to the', 'Title: The red fluorescent protein eqFP611: application in subcellular localization studies in higher plants.']"
Which is the molecular weight of the protein angiogenin?,"['1723310', '2775757', '4074709', '18055286', '10673358', '10486275', '10441122', '8574597', '7585697']",factoid,54d7ae1fe19bba8909000001,"[['14,120 Da']]","['The molecular weight of angiogenin is 14,120 Da. The bovine angiogenin is 14,595 Da']","['2775757', '4074709', '10486275', '11443914', '7945327']","['2775757#0', '4074709#1', '10486275#2', '11443914#3', '7945327#4']",[],The document does not provide the molecular weight of angiogenin.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The document does not provide the molecular weight of angiogenin.""
}
```","[{'doc_id': '2775757#0', 'pmid': '2775757', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '4074709#1', 'pmid': '4074709', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '10486275#2', 'pmid': '10486275', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11443914#3', 'pmid': '11443914', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '7945327#4', 'pmid': '7945327', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Amino acid sequence of bovine angiogenin.', 'Title: Isolation and characterization of angiogenin, an angiogenic protein from human carcinoma cells.', 'Title: Isolation and characterization of angiogenin-1 and a novel protein designated lactogenin from bovine milk.', 'Title: [Angiogenin and its role in angiogenesis].', 'Title: Identification of the nucleolar targeting signal of human angiogenin.']"
Which is the most prevalent form of arrhythmia worldwide?,"['25534665', '24828991', '23259476', '25432121', '24474959', '23541013', '25546992', '15922277', '21394037', '23795692']",factoid,54d8ea2c4b1fd0d33c000002,"[['atrial fibrilation', 'AF']]","['Atrial fibrillation (AF) is the most common arrhythmia worldwide, and it has a significant effect on morbidity and mortality. It is a significant risk factor for stroke and peripheral embolization, and it has an effect on cardiac function. Atrial fibrillation (AF) is the most common cardiac arrhythmia affecting up to 1-1.5% of the population.']","['21763255', '15922277', '15511625', '25432121', '1290288']","['21763255#0', '15922277#1', '15511625#2', '25432121#3', '1290288#4']",[['malign arrhythmias']],of the heart repolarisation and possibly increases the risk of malign arrhythmias with sudden cardiac death.,"```json
{
  ""exact_answer"": ""malign arrhythmias"",
  ""ideal_answer"": ""of the heart repolarisation and possibly increases the risk of malign arrhythmias with sudden cardiac death.""
}
```","[{'doc_id': '21763255#0', 'pmid': '21763255', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15922277#1', 'pmid': '15922277', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15511625#2', 'pmid': '15511625', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '25432121#3', 'pmid': '25432121', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '1290288#4', 'pmid': '1290288', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Global epidemiology and demographics of commotio cordis.', 'Title: The perplexing complexity of cardiac arrhythmias: beyond electrical remodeling.', 'of the heart repolarisation and possibly increases the risk of malign arrhythmias with sudden cardiac death.', 'Title: Global burden of atrial fibrillation in developed and developing nations.', 'Title: [Principles for the classification of anti-arrhythmia agents in cardiac arrhythmias].']"
Rindopepimut is an analog of which growth factor?,"['25186601', '23055947', '22309662', '21154166']",factoid,54d8fd334b1fd0d33c000005,[['EGFRvIII']],"['Rindopepimut is an analog of EGFRvIII. It is being tested for treatment of glioblastoma multiforme', 'Rindopepimut is a peptide vaccine which elicits EGFRvIII-specific humoral and cellular immune responses.   ', 'Rindopepimut is a peptide vaccine which elicits EGFRvIII-specific humoral and cellular immune responses.   ', 'Rindopepimut is a peptide vaccine which elicits EGFRvIII-specific humoral and cellular immune responses.   ', 'Rindopepimut is a peptide vaccine which elicits EGFRvIII-specific humoral and cellular immune responses.   ', 'Rindopepimut is a peptide vaccine which elicits EGFRvIII-specific humoral and cellular immune responses.   ']","['25186601', '23055947', '12766776', '9618233', '21573132']","['25186601#0', '23055947#1', '12766776#2', '9618233#3', '21573132#4']",[],Rindopepimut is an evidence-based review of its therapeutic potential in the treatment of EGFRvIII-positive glioblastoma.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""Rindopepimut is an evidence-based review of its therapeutic potential in the treatment of EGFRvIII-positive glioblastoma.""
}
```","[{'doc_id': '25186601#0', 'pmid': '25186601', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23055947#1', 'pmid': '23055947', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12766776#2', 'pmid': '12766776', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '9618233#3', 'pmid': '9618233', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21573132#4', 'pmid': '21573132', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Rindopepimut: a promising immunotherapeutic for the treatment of glioblastoma multiforme.', 'Title: Rindopepimut: an evidence-based review of its therapeutic potential in the treatment of EGFRvIII-positive glioblastoma.', 'Title: Rheb promotes cell growth as a component of the insulin/TOR signalling network.', 'Title: A thyroid hormone analog stimulates angiogenesis in the post-infarcted rat heart.', 'Title: Serum response factor controls CYLD expression via MAPK signaling pathway.']"
Which molecule is targeted by a monoclonal antibody Mepolizumab?,"['25199060', '25199059', '24685200', '24424174', '24322486', '23844029', '23742015', '23544105', '23362812', '23257685', '22998420', '22901886', '22541618', '22092535', '21824072', '21790283', '21443279', '21348536', '21346698', '20565230', '20110057', '20021987', '19929788', '19828470', '19264687', '19264686', '19243381', '18344568', '18298130', '17872493', '16931891', '16462679', '16184589', '15813818', '15175031', '14699394', '14523040', '12870444', '12704348', '12406833', '11496242', '20810155', '21958585', '20513524']",factoid,54d907c84b1fd0d33c000008,[['interleukin-5']],['Mepolizumab is a humanized monoclonal antibody that binds to and inactivates interleukin-5 that has been shown to reduce asthma exacerbations in patients with severe eosinophilic asthma.'],"['21348536', '12447847', '18713579', '18071949', '20088763']","['21348536#0', '12447847#1', '18713579#2', '18071949#3', '20088763#4']",[['interleukin-5']],"Mepolizumab is an anti-interleukin-5 monoclonal antibody. This drug targets interleukin-5, a key cytokine involved in the pathogenesis of eosinophilic diseases such as asthma and eosinophilic esophagitis.","```json
{
""exact_answer"": ""interleukin-5"",
""ideal_answer"": ""Mepolizumab is an anti-interleukin-5 monoclonal antibody. This drug targets interleukin-5, a key cytokine involved in the pathogenesis of eosinophilic diseases such as asthma and eosinophilic esophagitis.""
}
```","[{'doc_id': '21348536#0', 'pmid': '21348536', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12447847#1', 'pmid': '12447847', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18713579#2', 'pmid': '18713579', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18071949#3', 'pmid': '18071949', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20088763#4', 'pmid': '20088763', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",1.0,1.0,"['Title: Pharmacokinetics and pharmacodynamics of mepolizumab, an anti-interleukin-5 monoclonal antibody.', 'Title: Monoclonal antibody therapies in leukemias.', 'Title: Monoclonal antibody treatments for multiple sclerosis.', 'Title: Monoclonal antibody therapy for prostate cancer.', 'Title: Specific immune intervention with monoclonal antibodies for the treatment of multiple sclerosis.']"
Which is the main target of the anti-arrhythmic activity of flecainide?,"['24858181', '24510469', '25274603', '24917414', '24614665', '23558880', '23334259']",factoid,54da32bc0f63c58e6e000001,[['The sodium channel']],['Flecainide is a class 1c antiarrhythmic that acts by blocking sodium channels and is used mainly in the treatment of supraventricular arrhythmias.'],"['23558880', '23862619', '23334259', '24858181', '23159442']","['23558880#0', '23862619#1', '23334259#2', '24858181#3', '23159442#4']",[['Ca(2+) spark and wave frequency']],Flecainide reduces Ca(2+) spark and wave frequency via inhibition of the sarcolemmal sodium current. The Ca-calmodulin dependent kinase II: a promising target for future antiarrhythmic therapies? Flecainide toxicity has an arrhythmogenic effect.,"```json
{
""exact_answer"": ""Ca(2+) spark and wave frequency"",
""ideal_answer"": ""Flecainide reduces Ca(2+) spark and wave frequency via inhibition of the sarcolemmal sodium current. The Ca-calmodulin dependent kinase II: a promising target for future antiarrhythmic therapies? Flecainide toxicity has an arrhythmogenic effect.""
}
```","[{'doc_id': '23558880#0', 'pmid': '23558880', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23862619#1', 'pmid': '23862619', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23334259#2', 'pmid': '23334259', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24858181#3', 'pmid': '24858181', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23159442#4', 'pmid': '23159442', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Arrhythmogenic effect of flecainide toxicity.', 'Title: Experimental antiarrhythmic targets: CaMKII inhibition - ready for clinical evaluation?', 'Title: Flecainide reduces Ca(2+) spark and wave frequency via inhibition of the sarcolemmal sodium current.', 'Title: Arrhythmogenic effects by local left ventricular stretch: effects of flecainide and streptomycin.', 'Title: The Ca-calmodulin dependent kinase II: a promising target for future antiarrhythmic therapies?']"
What is the disorder in which mutations in U4atac snRNA are detected?,"['24865609', '21990275', '21815888', '21474760', '21474761']",factoid,54db5e24bcba1b1817000002,[['Microcephalic osteodysplastic primordial dwarfism type I (MOPDI)']],"['Mutations in U4atac snRNA are thought to be the cause of Microcephalic Osteodysplastic Primordial Dwarfism type I (MOPDI), a recessive form of developmental disorder.', 'Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS  ', 'Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS  ', 'Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS  ', 'Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS  ', 'Biallelic mutations of the human RNU4ATAC gene, which codes for the minor spliceosomal U4atac snRNA, cause the developmental disorder, MOPD I/TALS  ']","['21474760', '21474761', '24865609', '24865609', '11420310']","['21474760#0', '21474761#1', '24865609#2', '24865609#3', '11420310#4']",[['MOPD I']],MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function. Mutations in U4atac snRNA are detected in the developmental disorder MOPD I.,"```json
{
""exact_answer"": ""MOPD I"",
""ideal_answer"": ""MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function. Mutations in U4atac snRNA are detected in the developmental disorder MOPD I.""
}
```","[{'doc_id': '21474760#0', 'pmid': '21474760', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21474761#1', 'pmid': '21474761', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24865609#2', 'pmid': '24865609', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24865609#3', 'pmid': '24865609', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11420310#4', 'pmid': '11420310', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Mutations in U4atac snRNA, a component of the minor spliceosome, in the developmental disorder MOPD I.', 'Title: Association of TALS developmental disorder with defect in minor splicing component U4atac snRNA.', 'formation, and the MOPD I-associated RNU4ATAC mutations can affect multiple facets of minor snRNA function.', 'of these effects is unknown. Here, we use a variety of in vitro and in vivo assays to address this question. We find that only one mutation, 124G>A, leads to significantly reduced expression of U4atac snRNA, whereas four mutations, 30G>A, 50G>A, 50G>C and 51G>A, show impaired binding of essential protein components of the U4atac/U6atac di-snRNP in vitro and in vivo. Analysis of MOPD I patient fibroblasts and iPS cells homozygous for the most common mutation, 51G>A, shows reduced levels of the', 'Title: Novel mechanism for Brugada syndrome: defective surface localization of an SCN5A mutant (R1432G).']"
Which is the main calcium pump of the sarcoplasmic reticulum?,"['25531267', '24807223', '24170972', '24164241', '22482463', '21674635', '17584678', '22821874']",factoid,54db62a3034aea571d000001,"[['Sarcoplasmic reticulum Ca(2+)-ATPase', 'SERCA', 'serca2']]",['Sarcoplasmic reticulum Ca(2+)-ATPase (SERCA) is the pump crucial for calcium homeostasis. SERCA is a membrane protein that belongs to the family of P-type ion translocating ATPases and pumps free cytosolic calcium into intracellular stores.'],"['16477617', '21674635', '20807542', '22821874', '17286271']","['16477617#0', '21674635#1', '20807542#2', '22821874#3', '17286271#4']",[['SERCA pump']],"The SERCA pump is the main calcium pump of the sarcoplasmic reticulum. Several studies highlight the SERCA pump's role in regulating calcium cycling within the sarcoplasmic reticulum, a critical function for muscle contraction and cellular signaling. Research details the SERCA pump isoforms and their impact on calcium transport and potential involvement in various diseases. The histidine-rich calcium binding protein has also been identified as a regulator of sarcoplasmic reticulum calcium cycling, further emphasizing the importance of these pumps in maintaining calcium homeostasis.","```json
{
""exact_answer"": ""SERCA pump"",
""ideal_answer"": ""The SERCA pump is the main calcium pump of the sarcoplasmic reticulum. Several studies highlight the SERCA pump's role in regulating calcium cycling within the sarcoplasmic reticulum, a critical function for muscle contraction and cellular signaling. Research details the SERCA pump isoforms and their impact on calcium transport and potential involvement in various diseases. The histidine-rich calcium binding protein has also been identified as a regulator of sarcoplasmic reticulum calcium cycling, further emphasizing the importance of these pumps in maintaining calcium homeostasis.""
}
```","[{'doc_id': '16477617#0', 'pmid': '16477617', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21674635#1', 'pmid': '21674635', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20807542#2', 'pmid': '20807542', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22821874#3', 'pmid': '22821874', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17286271#4', 'pmid': '17286271', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Sarcoplasmic reticulum: the dynamic calcium governor of muscle.', 'Title: Endoplasmic reticulum calcium pumps and cancer.', 'Title: Histidine-rich calcium binding protein: the new regulator of sarcoplasmic reticulum calcium cycling.', 'Title: Calcium binding and allosteric signaling mechanisms for the sarcoplasmic reticulum Ca²+ ATPase.', 'Title: SERCA pump isoforms: their role in calcium transport and disease.']"
What is the synonym of the lubag disease?,"['25004170', '23614923', '23184149', '21047175', '20694531', '18609312', '17579361', '16242937', '15596620', '15465396', '15390042', '12471465', '12465067', '8041372', '8351010', '8338342', '8341310', '1672807']",factoid,54df695b1388e8454a000004,[['X-linked dystonia-parkinsonism']],"['Lubag disease is also known as X-linked dystonia-parkinsonism (XDP). This disease is characterized by dystonia and parkinsonism, and afflicts Filipino men, and rarely, women originating principally from the Panay Island.']","['8341310', '12465067', '8577041', '16498763', '20662462']","['8341310#0', '12465067#1', '8577041#2', '16498763#3', '20662462#4']",[['x-linked dystonia parkinsonism']],Lubag is also known as X-linked dystonia-parkinsonism.,"```json
{
""exact_answer"": ""x-linked dystonia parkinsonism"",
""ideal_answer"": ""Lubag is also known as X-linked dystonia-parkinsonism.""
}
```","[{'doc_id': '8341310#0', 'pmid': '8341310', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12465067#1', 'pmid': '12465067', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8577041#2', 'pmid': '8577041', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16498763#3', 'pmid': '16498763', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20662462#4', 'pmid': '20662462', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Neuropathology of lubag (x-linked dystonia parkinsonism).', 'Title: Phenomenology of ""Lubag"" or X-linked dystonia-parkinsonism.', 'Title: [Krabbe disease (globoid cell leukodystrophy)].', 'Title: Krabbe disease--a case report.', ""Title: [Wilson's disease].""]"
Is APOBEC3B protein predominantly cytoplasmic or nuclear?,"['22446380', '21715505', '23388464', '23389445', '18667511', '16648136']",factoid,54e0ace81388e8454a000010,[[' nuclear']],"['Contrary to other APOBEC family members, APOBEC3B was found to predominantly concentrate to the cell nucleus.']","['22446380', '11113196', '23388464', '18667511', '18667511']","['22446380#0', '11113196#1', '23388464#2', '18667511#3', '18667511#4']",[],APOBEC3B is predominantly nuclear.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""APOBEC3B is predominantly nuclear.""
}
```","[{'doc_id': '22446380#0', 'pmid': '22446380', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11113196#1', 'pmid': '11113196', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23388464#2', 'pmid': '23388464', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18667511#3', 'pmid': '18667511', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18667511#4', 'pmid': '18667511', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: APOBEC3B and AID have similar nuclear import mechanisms.', 'hUpf3p-X localizes primarily to nuclei. The finding that hUpf3p-X is a shuttling protein provides additional indication that NMD has both nuclear and cytoplasmic components.', 'Title: Subcellular localization of the APOBEC3 proteins during mitosis and implications for genomic DNA deamination.', 'Title: Two regions within the amino-terminal half of APOBEC3G cooperate to determine cytoplasmic localization.', 'of APOBEC3G that determine cytoplasmic localization, comparisons were made with APOBEC3B, which is predominantly nuclear. APOBEC3G/APOBEC3B chimeric proteins mapped a primary subcellular localization determinant to a region within the first 60 residues of each protein. A panel of 25 APOBEC3G mutants, each with a residue replaced by the corresponding amino acid of APOBEC3B, revealed that several positions within this region were particularly important, with Y19D showing the largest effect. The']"
